label,email_text,email_text_clean
ham,"Haha yeah I see that now, be there in a sec",haha yeah see sec
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",yeah wouldnt leave hour least hows 4 sound
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,forwarded 21870000hi mailbox messaging sms alert 40 matches please call back 09056242159 retrieve messages matches cc100pmin
spam,"Security Alert

We detected a new sign-in to your Coinbase account from an unrecognized device.

If this was you, no further action is required.

If this was NOT you, please secure your account immediately by resetting your password here:

https://secure-paypal-login.com/reset-password

Ignoring this message could result in unauthorized access to your personal data.

Coinbase Security Operations",security alertwe detected a new signin to your coinbase account from an unrecognized deviceif this was you no further action is requiredif this was not you please secure your account immediately by resetting your password here this message could result in unauthorized access to your personal datacoinbase security operations
ham,O ic lol. Should play 9 doors sometime yo,ic lol play 9 doors sometime yo
ham,Cancel cheyyamo?and get some money back?,cancel cheyyamoand get money back
spam,"URGENT!: Your Mobile No. was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",urgent mobile awarded å2000 bonus caller prize 020903 2nd attempt contact call 08718729755 box95qu
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,somewhere beneath pale moon light someone think u dreams come true goodnite amp sweet dreams
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",yo carlos friends already asking working weekend
ham,Prakesh is there know.,prakesh know
ham,I was at bugis juz now wat... But now i'm walking home oredi... ÌÏ so late then reply... I oso saw a top dat i like but din buy... Where r Ì_ now? ,bugis juz wat im walking home oredi ìï late reply oso saw top dat like din buy r ì_
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",ltgt pple marry lovers becz hav gud undrstndng dat avoids problems sent dis 2 u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send ltgt frnds ltgt mins whn u read
ham, and  picking them up from various points,picking various points
ham,He needs to stop going to bed and make with the fucking dealing,needs stop going bed make fucking dealing
ham,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",oh fuck juswoke bed boatin docks slept wid 25 year old spinout giv u da gossip l8r xxx
spam,"Hello,

Your Uber account has been flagged due to recent suspicious login attempts. 
For your protection, some services have been disabled.

Please confirm your identity by logging in through the secure portal:

https://amazon-billing-center.com/secure-login

Failure to respond may result in permanent suspension of your account.

Regards,
Uber Support",helloyour uber account has been flagged due to recent suspicious login attempts for your protection some services have been disabledplease confirm your identity by logging in through the secure portal to respond may result in permanent suspension of your accountregardsuber support
ham,Geeeee ... I love you so much I can barely stand it,geeeee love much barely stand
ham,2 laptop... I noe infra but too slow lar... I wan fast one,2 laptop noe infra slow lar wan fast one
ham,S....s...india going to draw the series after many years in south african soil..,ssindia going draw series many years south african soil
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,boys made fun today ok problem sent one message fun
ham,K..give back my thanks.,kgive back thanks
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,think could stop like hour roommates looking stock trip
spam,"Customs Clearance Required

Your international package handled by Hermes is being held by customs due to unpaid import fees.

To release your shipment and avoid penalties, complete the payment via the secure link:

https://track-your-parcel-today.com/customs-clearance

If you ignore this notice, additional storage and legal fees may be applied to your account.

Thank you,
Hermes Customs Processing Center",customs clearance requiredyour international package handled by hermes is being held by customs due to unpaid import feesto release your shipment and avoid penalties complete the payment via the secure link you ignore this notice additional storage and legal fees may be applied to your accountthank youhermes customs processing center
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,friendship poem dear dear u r near hear dont get fear live cheer tear u r always dear gud ni8
ham,I dont want to hear anything,dont want hear anything
ham,Yes baby! We can study all the positions of the kama sutra ;),yes baby study positions kama sutra
ham,Kallis is ready for bat in 2nd innings,kallis ready bat 2nd innings
ham,How i noe... Did Ì_ specify da domain as nusstu... ÌÏ still in sch...,noe ì_ specify da domain nusstu ìï still sch
ham,All will come alive.better correct any good looking figure there itself..,come alivebetter correct good looking figure
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,make sure alex knows birthday fifteen minutes far youre concerned
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",good afternoon boytoy feeling today better hope good boy obedient slave please queen
ham,Dont show yourself. How far. Put new pictures up on facebook.,dont show far put new pictures facebook
ham,Well good morning mr . Hows london treatin' ya treacle?,well good morning mr hows london treatin ya treacle
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,true lov n care wil nevr go unrecognized though somone often makes mistakes valuing definitly undrstnd start missing
